	UNITID	INSTNM	IALIAS	ADDR	CITY	STABBR	ZIP	FIPS	OBEREG	OPEFLAG	WEBADDR	SECTOR	ICLEVEL	CONTROL	HLOFFER	UGOFFER	GROFFER	HDEGOFR1	DEGGRANT	HBCU	OPENPUBL	ACT	NEWID	DEATHYR	CYACTIVE	PSET4FLG	INSTCAT	C15BASIC	C15IPUG	C15IPGRD	C15UGPRF	C15ENPRF	C15SZSET	CCBASIC	CARNEGIE	LANDGRNT	INSTSIZE	F1SYSTYP	F1SYSNAM	F1SYSCOD	COUNTYCD	COUNTYNM	CNGDSTCD	LONGITUD	LATITUDE	CNTLAFFI	PUBPRIME	PUBSECON	RELAFFIL	DSTNUGC	DSTNUGP	DSTNUGN	DSTNGC	DSTNGP	DSTNGN	DISTCRS	DISTPGS	DSTNCED1	DSTNCED2	DSTNCED3	DISTNCED	ALLONCAM	EFDETOT_All	EFDETOT_Degree	EFDETOT_Grad	EFDETOT_Non	EFDETOT_Under	EFDEEXC_All	EFDEEXC_Degree	EFDEEXC_Grad	EFDEEXC_Non	EFDEEXC_Under	EFDESOM_All	EFDESOM_Degree	EFDESOM_Grad	EFDESOM_Non	EFDESOM_Under	EFDENON_All	EFDENON_Degree	EFDENON_Grad	EFDENON_Non	EFDENON_Under	EFDEEX1_All	EFDEEX1_Degree	EFDEEX1_Grad	EFDEEX1_Non	EFDEEX1_Under	EFDEEX2_All	EFDEEX2_Degree	EFDEEX2_Grad	EFDEEX2_Non	EFDEEX2_Under	EFDEEX3_All	EFDEEX3_Degree	EFDEEX3_Grad	EFDEEX3_Non	EFDEEX3_Under	EFDEEX4_All	EFDEEX4_Degree	EFDEEX4_Grad	EFDEEX4_Non	EFDEEX4_Under	EFDEEX5_All	EFDEEX5_Degree	EFDEEX5_Grad	EFDEEX5_Non	EFDEEX5_Under	SAINSTT_All	SAINSTT_Assistant	SAINSTT_Associate	SAINSTT_Instructor	SAINSTT_Lecturer	SAINSTT_NoRank	SAINSTT_Professor	SAINSTM_All	SAINSTM_Assistant	SAINSTM_Associate	SAINSTM_Instructor	SAINSTM_Lecturer	SAINSTM_NoRank	SAINSTM_Professor	SAINSTW_All	SAINSTW_Assistant	SAINSTW_Associate	SAINSTW_Instructor	SAINSTW_Lecturer	SAINSTW_NoRank	SAINSTW_Professor	SA_9MCT_All	SA_9MCT_Assistant	SA_9MCT_Associate	SA_9MCT_Instructor	SA_9MCT_Lecturer	SA_9MCT_NoRank	SA_9MCT_Professor	SA_9MCM_All	SA_9MCM_Assistant	SA_9MCM_Associate	SA_9MCM_Instructor	SA_9MCM_Lecturer	SA_9MCM_NoRank	SA_9MCM_Professor	SA_9MCW_All	SA_9MCW_Assistant	SA_9MCW_Associate	SA_9MCW_Instructor	SA_9MCW_Lecturer	SA_9MCW_NoRank	SA_9MCW_Professor	SATOTLT_All	SATOTLT_Assistant	SATOTLT_Associate	SATOTLT_Instructor	SATOTLT_Lecturer	SATOTLT_NoRank	SATOTLT_Professor	SATOTLM_All	SATOTLM_Assistant	SATOTLM_Associate	SATOTLM_Instructor	SATOTLM_Lecturer	SATOTLM_NoRank	SATOTLM_Professor	SATOTLW_All	SATOTLW_Assistant	SATOTLW_Associate	SATOTLW_Instructor	SATOTLW_Lecturer	SATOTLW_NoRank	SATOTLW_Professor	SAOUTLT_All	SAOUTLT_Assistant	SAOUTLT_Associate	SAOUTLT_Instructor	SAOUTLT_Lecturer	SAOUTLT_NoRank	SAOUTLT_Professor	SAOUTLM_All	SAOUTLM_Assistant	SAOUTLM_Associate	SAOUTLM_Instructor	SAOUTLM_Lecturer	SAOUTLM_NoRank	SAOUTLM_Professor	SAOUTLW_All	SAOUTLW_Assistant	SAOUTLW_Associate	SAOUTLW_Instructor	SAOUTLW_Lecturer	SAOUTLW_NoRank	SAOUTLW_Professor	SAEQ9OT_All	SAEQ9OT_Assistant	SAEQ9OT_Associate	SAEQ9OT_Instructor	SAEQ9OT_Lecturer	SAEQ9OT_NoRank	SAEQ9OT_Professor	SAEQ9OM_All	SAEQ9OM_Assistant	SAEQ9OM_Associate	SAEQ9OM_Instructor	SAEQ9OM_Lecturer	SAEQ9OM_NoRank	SAEQ9OM_Professor	SAEQ9OW_All	SAEQ9OW_Assistant	SAEQ9OW_Associate	SAEQ9OW_Instructor	SAEQ9OW_Lecturer	SAEQ9OW_NoRank	SAEQ9OW_Professor	SAEQ9AT_All	SAEQ9AT_Assistant	SAEQ9AT_Associate	SAEQ9AT_Instructor	SAEQ9AT_Lecturer	SAEQ9AT_NoRank	SAEQ9AT_Professor	SAEQ9AM_All	SAEQ9AM_Assistant	SAEQ9AM_Associate	SAEQ9AM_Instructor	SAEQ9AM_Lecturer	SAEQ9AM_NoRank	SAEQ9AM_Professor	SAEQ9AW_All	SAEQ9AW_Assistant	SAEQ9AW_Associate	SAEQ9AW_Instructor	SAEQ9AW_Lecturer	SAEQ9AW_NoRank	SAEQ9AW_Professor	YEAR	TUITION1	FEE1	HRCHG1	TUITION2	FEE2	HRCHG2	TUITION3	FEE3	HRCHG3	TUITION5	FEE5	HRCHG5	TUITION6	FEE6	HRCHG6	TUITION7	FEE7	HRCHG7	OMACHRT_FirstFullTotal	OMACHRT_Total	OMAWDP8_FirstFullTotal	OMAWDP8_Total	OMENRTP_FirstFullTotal	OMENRTP_Total	OMENRYP_FirstFullTotal	OMENRYP_Total	OMENRAP_FirstFullTotal	OMENRAP_Total	OMENRUP_FirstFullTotal	OMENRUP_Total	OMACHRT_FirstFullNonpell	OMACHRT_FirstFullPell	OMACHRT_FirstPartNonpell	OMACHRT_FirstPartPell	OMACHRT_FirstPartTotal	OMACHRT_TotalNonpell	OMACHRT_TotalPell	OMAWDP8_FirstFullNonpell	OMAWDP8_FirstFullPell	OMAWDP8_FirstPartNonpell	OMAWDP8_FirstPartPell	OMAWDP8_FirstPartTotal	OMAWDP8_TotalNonpell	OMAWDP8_TotalPell	OMENRTP_FirstFullNonpell	OMENRTP_FirstFullPell	OMENRTP_FirstPartNonpell	OMENRTP_FirstPartPell	OMENRTP_FirstPartTotal	OMENRTP_TotalNonpell	OMENRTP_TotalPell	OMENRYP_FirstFullNonpell	OMENRYP_FirstFullPell	OMENRYP_FirstPartNonpell	OMENRYP_FirstPartPell	OMENRYP_FirstPartTotal	OMENRYP_TotalNonpell	OMENRYP_TotalPell	OMENRAP_FirstFullNonpell	OMENRAP_FirstFullPell	OMENRAP_FirstPartNonpell	OMENRAP_FirstPartPell	OMENRAP_FirstPartTotal	OMENRAP_TotalNonpell	OMENRAP_TotalPell	OMENRUP_FirstFullNonpell	OMENRUP_FirstFullPell	OMENRUP_FirstPartNonpell	OMENRUP_FirstPartPell	OMENRUP_FirstPartTotal	OMENRUP_TotalNonpell	OMENRUP_TotalPell
739	130396	Gateway Community College	 	20 Church Street	New Haven	CT	06510	9	1	1	www.gwcc.commnet.edu/	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	7	40	2	3	1	Connecticut State Colleges and Universities	Null	9009	New Haven County	903	-72.92711700000001	41.30433	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	7976.0	6945.0	Null	1031.0	7976.0	193.0	135.0	Null	58.0	193.0	741.0	699.0	Null	42.0	741.0	7042.0	6111.0	Null	931.0	7042.0	193.0	135.0	Null	58.0	193.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	108.0	13.0	20.0	12.0	3.0	Null	60.0	46.0	6.0	6.0	5.0	1.0	Null	28.0	62.0	7.0	14.0	7.0	2.0	Null	32.0	8002456.0	758212.0	1327494.0	581910.0	171570.0	Null	5163270.0	3537429.0	358449.0	403020.0	243250.0	54922.0	Null	2477788.0	4465027.0	399763.0	924474.0	338660.0	116648.0	Null	2685482.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
740	130448	St Vincent's College	 	2800 Main St	Bridgeport	CT	06606-4201	9	1	1	www.stvincentscollege.edu	2	1	2	5	1	2	30	1	2	1	A 	-2	-2	1	1	3	Null	Null	Null	Null	Null	Null	9	40	2	1	2	 	Null	9001	Fairfield County	904	-73.20110600000001	41.201198	4.0	-2.0	-2.0	30.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	824.0	772.0	Null	52.0	824.0	289.0	275.0	Null	14.0	289.0	189.0	166.0	Null	23.0	189.0	346.0	331.0	Null	15.0	346.0	289.0	275.0	Null	14.0	289.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	17.0	7.0	8.0	2.0	Null	Null	Null	3.0	1.0	2.0	0.0	Null	Null	Null	14.0	6.0	6.0	2.0	Null	Null	Null	1153643.0	437160.0	614925.0	101558.0	Null	Null	Null	173803.0	50001.0	123802.0	0.0	Null	Null	Null	979840.0	387159.0	491123.0	101558.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
741	130493	Southern Connecticut State University	SCSU	501 Crescent Street	New Haven	CT	06515-1355	9	1	1	www.southernct.edu	1	1	1	9	1	1	13	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	4	1	Connecticut State Colleges and Universities	Null	9009	New Haven County	903	-72.948806	41.331852000000005	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	11117.0	8525.0	2592.0	Null	8525.0	199.0	35.0	164.0	Null	35.0	948.0	804.0	144.0	Null	804.0	9970.0	7686.0	2284.0	Null	7686.0	165.0	33.0	132.0	Null	33.0	34.0	2.0	32.0	Null	2.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	435.0	122.0	117.0	13.0	Null	Null	183.0	222.0	52.0	57.0	6.0	Null	Null	107.0	213.0	70.0	60.0	7.0	Null	Null	76.0	34493545.0	7578269.0	8986109.0	626902.0	Null	Null	17302265.0	18223559.0	3200024.0	4418561.0	289638.0	Null	Null	10315336.0	16269986.0	4378245.0	4567548.0	337264.0	Null	Null	6986929.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
742	130509	Stone Academy-Hamden	 	560 Saw Mill Road	West Haven	CT	06516	9	1	1	www.stoneacademy.com	9	3	3	2	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	1	Career Training Specialists LLC	Null	9009	New Haven County	903	-72.977408	41.268584999999995	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	423.0	Null	Null	Null	423.0	0.0	Null	Null	Null	0.0	0.0	Null	Null	Null	0.0	423.0	Null	Null	Null	423.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
743	130581	Tri-State College of Acupuncture	 	80 Eighth Ave Rm 400	New York	NY	10011	36	2	1	www.TSCA.edu	3	1	3	7	2	1	20	1	2	1	A 	-2	-2	1	1	1	Null	Null	Null	Null	Null	Null	26	40	2	1	2	 	Null	36061	New York County	3612	-74.002085	40.739862	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	-2.0	108.0	Null	108.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	108.0	Null	108.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	25.0	Null	Null	25.0	Null	Null	Null	7.0	Null	Null	7.0	Null	Null	Null	18.0	Null	Null	18.0	Null	Null	Null	541097.0	Null	Null	541097.0	Null	Null	Null	150071.0	Null	Null	150071.0	Null	Null	Null	391026.0	Null	Null	391026.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
744	130590	Trinity College	Trinity Bantams |Trinity College, Hartford, Connecticut	300 Summit St	Hartford	CT	06106-3100	9	1	1	www.Trincoll.edu	2	1	2	7	1	1	20	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	21	31	2	2	2	 	Null	9003	Hartford County	901	-72.688684	41.746746	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	2.0	2371.0	2231.0	86.0	54.0	2285.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2371.0	2231.0	86.0	54.0	2285.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	177.0	30.0	57.0	Null	18.0	3.0	69.0	105.0	18.0	26.0	Null	7.0	1.0	53.0	72.0	12.0	31.0	Null	11.0	2.0	16.0	16503188.0	2132083.0	4974554.0	Null	1108510.0	167172.0	8120869.0	10316121.0	1283319.0	2223503.0	Null	447099.0	40000.0	6322200.0	6187067.0	848764.0	2751051.0	Null	661411.0	127172.0	1798669.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
745	130606	Tunxis Community College	 	271 Scott Swamp Road	Farmington	CT	06032-3187	9	1	1	www.Tunxis.Commnet.Edu	4	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	4	Null	Null	Null	Null	Null	Null	4	40	2	2	1	Connecticut State Colleges and Universities	Null	9003	Hartford County	905	-72.87754	41.705498	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	4734.0	3927.0	Null	807.0	4734.0	400.0	245.0	Null	155.0	400.0	810.0	746.0	Null	64.0	810.0	3524.0	2936.0	Null	588.0	3524.0	396.0	243.0	Null	153.0	396.0	4.0	2.0	Null	2.0	4.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	60.0	4.0	15.0	7.0	2.0	Null	32.0	28.0	3.0	6.0	4.0	1.0	Null	14.0	32.0	1.0	9.0	3.0	1.0	Null	18.0	4269687.0	214585.0	928707.0	337085.0	106029.0	Null	2683281.0	1970925.0	159663.0	370329.0	193970.0	47705.0	Null	1199258.0	2298762.0	54922.0	558378.0	143115.0	58324.0	Null	1484023.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
746	130624	United States Coast Guard Academy	 	15 Mohegan Avenue	New London	CT	06320-4195	9	0	5	www.uscga.edu	1	1	1	5	1	2	30	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	22	59	2	1	2	 	Null	9011	New London County	902	-72.098839	41.370261	1.0	1.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	1.0	967.0	967.0	Null	Null	967.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	967.0	967.0	Null	Null	967.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	4.0	Null	1.0	2.0	Null	Null	1.0	3.0	Null	1.0	1.0	Null	Null	1.0	1.0	Null	0.0	1.0	Null	Null	0.0	387532.0	Null	101230.0	143302.0	Null	Null	143000.0	315881.0	Null	101230.0	71651.0	Null	Null	143000.0	71651.0	Null	0.0	71651.0	Null	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
747	130697	Wesleyan University	 	237 High St	Middletown	CT	06459	9	1	1	www.wesleyan.edu	2	1	2	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	21	31	2	2	2	 	Null	9007	Middlesex County	903	-72.656755	41.556779999999996	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	1.0	3262.0	2924.0	322.0	16.0	2940.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	3262.0	2924.0	322.0	16.0	2940.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	338.0	66.0	66.0	Null	Null	90.0	116.0	189.0	26.0	35.0	Null	Null	43.0	85.0	149.0	40.0	31.0	Null	Null	47.0	31.0	32855615.0	5037170.0	5954914.0	Null	Null	6358863.0	15504668.0	19843677.0	2015260.0	3194455.0	Null	Null	3153971.0	11479991.0	13011938.0	3021910.0	2760459.0	Null	Null	3204892.0	4024677.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
748	130776	Western Connecticut State University	WestConn, WCSU, Western	181 White Street	Danbury	CT	06810-6826	9	1	1	www.wcsu.edu	1	1	1	9	1	1	13	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	19	21	2	3	1	Connecticut State Colleges and Universities	Null	9001	Fairfield County	905	-73.444264	41.400365	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	6176.0	5278.0	593.0	305.0	5583.0	122.0	16.0	103.0	3.0	19.0	475.0	410.0	58.0	7.0	417.0	5579.0	4852.0	432.0	295.0	5147.0	97.0	13.0	81.0	3.0	16.0	25.0	3.0	22.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	228.0	67.0	55.0	7.0	Null	Null	99.0	110.0	21.0	28.0	3.0	Null	Null	58.0	118.0	46.0	27.0	4.0	Null	Null	41.0	18807097.0	4337062.0	4272479.0	380710.0	Null	Null	9816846.0	9492039.0	1406624.0	2154317.0	156139.0	Null	Null	5774959.0	9315058.0	2930438.0	2118162.0	224571.0	Null	Null	4041887.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
749	130785	Yale-New Haven Hospital Dietetic Internship	 	20 York St EPB 806	New Haven	CT	06510	9	1	1	www.ynhh.org	2	1	2	6	2	1	0	2	2	1	A 	-2	-2	1	1	5	Null	Null	Null	Null	Null	Null	-3	-3	2	1	2	 	Null	9009	New Haven County	903	-72.935579	41.304214	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	-2.0	13.0	Null	13.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	13.0	Null	13.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
750	130794	Yale University	 	Woodbridge Hall	New Haven	CT	06520	9	1	1	www.yale.edu	2	1	2	9	1	1	11	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	15	15	2	4	2	 	Null	9009	New Haven County	903	-72.92886	41.310189	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	1.0	11906.0	5397.0	6501.0	8.0	5405.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	3.0	0.0	3.0	11900.0	5394.0	6498.0	8.0	5402.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	1119.0	218.0	131.0	Null	195.0	Null	575.0	707.0	123.0	73.0	Null	84.0	Null	427.0	412.0	95.0	58.0	Null	111.0	Null	148.0	158395311.0	20706582.0	15143976.0	Null	14626060.0	Null	107918693.0	108531623.0	11917542.0	8433873.0	Null	6916469.0	Null	81263739.0	49863688.0	8789040.0	6710103.0	Null	7709591.0	Null	26654954.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
751	130837	Beebe Medical Center Margaret H. Rollins School of Nursing	Beebe School of Nursing	424 Savannah Rd	Lewes	DE	19958	10	2	1	www.beebeschoolofnursing.org	5	2	2	4	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	2	 	Null	10005	Sussex County	1000	-75.142425	38.771265	3.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	1.0	2.0	-2.0	52.0	Null	Null	Null	52.0	0.0	Null	Null	Null	0.0	0.0	Null	Null	Null	0.0	52.0	Null	Null	Null	52.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
752	130873	Dawn Career Institute Inc	 	3700 Lancaster Pike, Suite 105	Wilmington	DE	19805-1511	10	2	1	www.dawncareerinstitute.edu	9	3	3	1	1	2	0	2	2	1	A 	-2	-2	1	1	6	Null	Null	Null	Null	Null	Null	-3	-3	2	1	2	 	Null	10003	New Castle County	1000	-75.594268	39.754694	2.0	-2.0	-2.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	0.0	0.0	2.0	2.0	749.0	Null	Null	Null	749.0	175.0	Null	Null	Null	175.0	0.0	Null	Null	Null	0.0	574.0	Null	Null	Null	574.0	59.0	Null	Null	Null	59.0	116.0	Null	Null	Null	116.0	0.0	Null	Null	Null	0.0	0.0	Null	Null	Null	0.0	Null	Null	Null	Null	Null																																																																																																																															2012																																																																								
753	130882	Delaware Technical Community College-Central Office	Delaware Tech	1832 North Dupont Highway	Dover	DE	19901	10	2	2	www.dtcc.edu	0	2	1	3	1	2	40	1	2	1	A 	-2	-2	1	1	-2	Null	Null	Null	Null	Null	Null	-3	-3	2	-2	2	 	Null	10001	Kent County	1000	-75.562873	39.198144	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	-2.0	-2.0	-2.0	-2.0	-2.0																																																																																																																																																																												2012																																																																								
